#1.2																																																																																																																																																																																					
661	180																																																																																																																																																																																				
symbol	symbol	MLC94_46_LYM009	MLC96_45_LYM186	MLC91_27_LYM427	MLC91_28_LYM428	MLC94_50_LYM004	MLC95_62_LYM114	MLC95_85_LYM137	MLC94_67_LYM027	MLC94_100_LYM057	MLC96_31_LYM173	MLC91_14_LYM432	MLC96_22_LYM164	MLC96_92_LYM233	MLC95_57_LYM109	MLC92_53_LYM248	MLC95_84_LYM136	MLC95_26_LYM079	MLC96_35_LYM177	MLC96_82_LYM223	MLC95_18_LYM072	MLC94_59_LYM019	MLC95_90_LYM142	MLC95_51_LYM103	MLC95_67_LYM119	MLC96_39_LYM181	MLC92_71_LYM266	MLC94_64_LYM024	MLC94_43_LYM006	MLC96_21_LYM163	MLC94_44_LYM007	MLC95_48_LYM100	MLC95_53_LYM105	MLC96_70_LYM211	MLC94_27_LYM002	MLC94_54_LYM014	MLC95_78_LYM130	MLC91_34_LYM399	MLC91_54_LYM325	MLC95_35_LYM088	MLC96_56_LYM197	MLC95_75_LYM127	MLC94_75_LYM035	MLC96_63_LYM204	MLC92_67_LYM262	MLC92_34_LYM294	MLC99_51_LYM241	MLC95_63_LYM115	MLC91_76_LYM324	MLC91_39_LYM407	MLC91_21_LYM421	MLC95_80_LYM132	MLC91_56_LYM394	MLC95_95_LYM146	MLC94_51_LYM011	MLC91_53_LYM323	MLC91_74_LYM320	MLC95_58_LYM110	MLC95_52_LYM104	MLC95_39_LYM092	MLC96_88_LYM229	MLC96_58_LYM199	MLC91_75_LYM321	MLC92_57_LYM252	MLC95_94_LYM145	MLC92_72_LYM267	MLC92_26_LYM286	MLC96_42_LYM183	MLC95_05_LYM059	MLC95_47_LYM099	MLC94_96_LYM054	MLC94_83_LYM041	MLC91_83_LYM308	MLC91_82_LYM307	MLC94_55_LYM015	MLC95_56_LYM108	MLC96_78_LYM219	MLC91_81_LYM306	MLC96_53_LYM194	MLC92_25_LYM285	MLC96_43_LYM184	MLC92_45_LYM238	MLC94_66_LYM026	MLC91_88_LYM299	MLC96_54_LYM195	MLC96_06_LYM154	MLC92_100_LYM284	MLC96_83_LYM224	MLC95_42_LYM094	MLC94_78_LYM038	MLC91_62_LYM309	MLC91_86_LYM301	MLC91_87_LYM300	MLC95_69_LYM121	MLC96_87_LYM228	MLC91_22_LYM422	MLC92_42_LYM277	MLC94_26_LYM001	MLC95_12_LYM066	MLC91_99_LYM297	MLC91_84_LYM303	MLC95_49_LYM101	MLC96_17_LYM159	MLC94_90_LYM048	MLC95_89_LYM141	MLC91_20_LYM419	MLC96_100_LYM245	MLC95_50_LYM102	MLC91_73_LYM317	MLC91_10_LYM439	MLC94_93_LYM051	MLC96_81_LYM222	MLC92_52_LYM247	MLC96_96_LYM237	MLC96_93_LYM234	MLC95_93_LYM125	MLC91_43_LYM411	MLC94_92_LYM050	MLC95_30_LYM083	MLC94_74_LYM034	MLC95_07_LYM061	MLC91_55_LYM391	MLC94_53_LYM013	MLC94_52_LYM012	MLC96_57_LYM198	MLC95_72_LYM124	MLC95_15_LYM069	MLC91_51_LYM318	MLC96_99_LYM244	MLC91_18_LYM415	MLC94_45_LYM008	MLC95_10_LYM064	MLC95_08_LYM062	MLC94_72_LYM032	MLC94_82_LYM040	MLC92_94_LYM272	MLC96_90_LYM231	MLC96_40_LYM182	MLC91_38_LYM404	MLC91_17_LYM413	MLC91_80_LYM305	MLC91_79_LYM304	MLC96_23_LYM165	MLC95_04_LYM058	MLC91_66_LYM313	MLC96_50_LYM191	MLC91_15_LYM431	MLC91_35_LYM400	MLC95_23_LYM076	MLC95_27_LYM080	MLC95_40_LYM093	MLC96_71_LYM212	MLC96_48_LYM189	MLC96_86_LYM227	MLC91_29_LYM429	MLC92_97_LYM281	MLC94_86_LYM044	MLC96_04_LYM152	MLC95_14_LYM068	MLC92_38_LYM275	MLC95_55_LYM107	MLC96_44_LYM185	MLC95_64_LYM116	MLC94_70_LYM030	MLC96_89_LYM230	MLC96_62_LYM203	MLC96_18_LYM160	MLC94_57_LYM017	MLC96_49_LYM190	MLC95_92_LYM144	MLC95_96_LYM147	MLC91_36_LYM401	MLC94_85_LYM043	MLC91_24_LYM424	MLC91_25_LYM425	MLC91_72_LYM316	MLC96_24_LYM166	MLC96_75_LYM216	MLC95_82_LYM134	MLC91_40_LYM408	MLC94_62_LYM022
AICDA	AICDA	-0.04484	0.6974	-0.1975	1.39	1.396	-0.7294	0.075765	-1.098	-0.113	0.4223	0.3825	1.483	1.792	-0.0106	1.731	-0.4038	0.6388	-0.7244	-1.513	0.0075	-1.093	-1.015	0.9913	1.544	-0.3098	-0.0165	-0.0282	-0.31665	0.1731	0.35557	-0.7327	-0.3664611	0.9178	0.3949	0.270316667	0.2437	-0.1277	-2.783	-0.5531	-0.0524	1.847	-0.18609	-0.0584	-1.824	-0.3037	-1.223	-1.723	0.1183111	-2.228	-1.348	-1.187	-0.9648	0.125815	-0.29056	1.017	0.211605	-0.2626	-1.012	-1.019	-0.9593	-0.5725	-0.810714286	-0.8682889	0.4956	-1.13	-0.569	-0.5324	-0.34168	-2.559	-0.466	-0.1723	1.703	1.633	0.143425	0.4207	-0.6579	1.949	-0.1434	-0.2456	-0.465	0.0196	-0.6658	-0.6646556	-1.203	0.1967	-0.51	-0.4244	-0.8355	-1.894	1.283	0.866	-0.0424	-1.257	-0.6055	1.187	0.5608	-0.9879	0.537	-0.0597	-0.4675	-1.558	-0.619	-0.134622222	0.0854	-1.489	-0.9146	1.332	-0.465	-0.383805	-1.783	0.02898333	-0.5125	-0.1474	-0.9497	2.418	-0.168145	1.679	1.093	1.332	-1.922	-0.1822	-0.6347	1.269	0.669	0.6059	1.215	-0.7615	-1.017	0.8078	0.23314	-0.427	-1.26	-0.5414	1.959	0.9019	-0.9662	-0.2703	0.9766	0.301	1.173	0.1591	1.664	3.556	1.475	-0.544	2.832	3.494	0.289	1.823	1.845	1.376	0.9212	2.539	0.2328	0.5093	3.278	1.075	-1.632	1.105	0.42291	0.8133	1.329	-0.5056	0.3788	-0.9752	1.247	-0.9069	1.62	2.57	-0.4744	0.00094	1.995	-1.007	0.295045	0.426625	-0.1734	1.412	-2.209	0.4942	1.677
AIF1	AIF1	-0.55735	-0.16755	0.03065	-0.6824	-0.7301	0.1958	0.70475	-0.54435	-1.2285	0.619	-0.1504	-0.35145	0.63555	0.64495	0.34655	0.80425	-0.3898	-0.9495	-0.75245	0.5736	-1.321	-0.65335	0.5785	1.3885	0.12095	-0.8755	-1.01935	-1.5412225	0.5374	0.1476	0.0329	0.12145	0.1814	-1.04095	1.3991	-0.5766	-0.2274	-0.14945	1.428	-0.17875	-0.66735	0.04935	-0.1878	-0.7814	-0.27	0.2949	-0.78835	0.15475	-0.1479	-0.40645	-1.0322	-0.3894	0.37395	-1.0102	0.6269	0.70185	0.44415	-0.22105	0.3984	-0.1515	1.1705	0.826	0.91925	0.5122	-0.175	-0.7473	-0.0495	-0.02865	0.42835	0.00795	-0.8302	0.28095	0.1739875	1.0211	1.673	1.2205	1.2245	-1.0575	-0.22575	-0.8947	-1.8355	-0.31215	0.17575	0.45765	0.5406	0.0054	0.29795	1.2305	0.28835	1.2801	0.9855	0.4293	0.57005	1.05055	-0.6259	-0.1391	-0.0167	0.3372	1.128	1.7145	-0.57965	-0.05852	1.1565	0.88105	0.3019	2.509	1.2325	2.5785	1.2295	1.7325	2.0665	0.4477	0.47535	0.90375	0.6328	1.5975	-0.44425	0.70285	-0.31115	0.48185	1.7335	1.494	-0.83245	0.85245	1.0236	0.04405	0.9717	2.3365	1.2875	-0.7453	-0.27235	0.4188	0.9291	0.88755	0.0781	0.9052	-0.27815	0.15769	1.3821	1.959	2.0615	-0.37485	-0.05975	0.3188719	1.2765	-0.3611	1.907	0.5479	0.54335	0.2281	-0.41045	1.1605	0.95555	0.77095	-0.99715	-0.7827	-1.2075	0.9209	0.70295	0.3026	-0.3528	-0.4385	0.95845	1.24205	-0.6205775	0.6347	0.83295	0.06535	-0.3248	-0.135	0.67916	0.1703	-0.2139	0.39285	0.2775	-0.4955	0.78005	-0.05335	2.1305	-0.9289
AIM2	AIM2	-0.4800426	1.407967	-0.058716667	0.2248	0.359458333	1.0229	-0.532966667	0.60711667	-0.129725	0.2693	-0.041783333	-1.03875	0.945933333	1.317333333	0.9476	0.286783333	0.65143333	0.37201667	-0.79445	-0.643833333	-1.32359074	-1.700716667	0.07126667	-1.5155	-0.03285	-0.343783333	-0.52646667	0.13031667	-0.119233333	1.245333333	1.00515	-0.15661667	0.8376	-0.38035	1.485866667	0.04356667	0.7924333	0.4627333	0.4627917	0.17834167	0.493716667	0.255283333	0.46616667	0.136483333	-0.069566667	-0.2069	0.151533333	1.9645	1.420683333	1.426633333	0.5098833	1.490167	0.99405	-0.223525	1.3153287	1.465833333	-0.426671297	1.117966667	0.27448333	-0.77005	0.7635	0.290602083	0.812433333	0.648966667	0.764783333	-0.570683333	-0.8929	0.389575	0.05565	0.04985	-0.94775	1.273966667	0.160425004	1.507515	0.9776333	0.9375	0.2809833	-0.7080833	0.967616667	0.70746667	0.1348667	-0.119183333	-0.8231833	-1.674015	-0.142033333	-0.5224333	0.8759667	-1.233483333	-1.57685	-1.261572	-1.274116667	-1.206866667	-0.34675	-0.265428704	0.30945	-0.7482	0.488466667	-0.6946833	-0.07595	-0.2664	-2.8130525	-0.63778333	-1.1716	-0.679	1.02175	-0.1717425	0.389391667	-0.554783333	0.582516667	0.4146083	-0.271083333	-0.741546667	-0.09073333	-0.748573148	-0.337866667	-0.13188333	-0.743388333	1.2486	0.62833333	-0.025608333	0.319691667	0.741816667	-1.0701	0.5200917	0.5600992	-0.895516667	0.204991667	-0.3220729	-0.256533333	0.21691667	-0.9088	-0.38665	-0.30703333	-0.453466667	-1.14271667	-0.188433333	0.129616667	-0.093883333	-0.36103333	0.183016667	0.156983333	-0.221846667	-0.056183333	0.1644283	0.06121667	-0.049425	0.29015833	1.060866667	-0.2351	0.8707483	-0.04146667	-0.2553	0.78736667	-0.4367667	-0.059283333	-1.12135	-0.41149167	-0.742783333	1.508366667	-0.5490167	0.236408333	-0.99715	-0.44735	-1.319505	1.016	-0.15765	0.434016667	0.1855	0.112416662	0.43871667	-0.003341667	0.093625	-0.581083333	0.101366667	-0.401758333	-0.295966667	-0.0317875	-1.632	-0.09815	-0.5340275
AK2	AK2	0.06325	-0.000325	-0.218261111	0.365575	-0.27255	0.013075	0.6188	0.60625	0.041975	-0.53645	-0.0783	0.7343	0.5331	0.1698	1.043	-0.048275	-1.0815	-0.782	-0.065075	-0.26495	-0.39255	-0.7469	1.144	0.6386	0.52645	-0.58065	0.071875	1.6165	0.23225	0.51125	-0.23415	-1.14725	0.2965	-0.6602	0.6974	0.1823	-0.4293	0.19555	-0.699	0.49365	0.4948	0.49735	0.2699	-0.016975	-0.6926	-0.41765	-0.4802	-0.154725	-0.59375	0.74255	-1.616	0.3207	0.046025	0.19155	-0.39895	-0.518	0.05265	0.21165	0.0534	1.00015	-0.4901	-0.53305	-0.295875	-0.052275	0.195775	-1.253	-0.832	-0.1108	-0.89605	0.04045	0.65605	0.171875	-0.04115	1.145	-1.139	0.3664	0.5874	0.17665	-0.1785	0.0367	-1.2975	-1.2135	-0.93845	-2.545	-0.2216	-1.064205	-0.5586	-1.04285	-1.1545	-0.9642	-0.6125	-0.4684	-1.304	-1.44195	-0.19415	-0.92335	-0.78695	-0.7201	0.2803	0.9186	0.6252	-0.646275	-0.53785	-0.62795	-0.298	-0.29315	-0.4888	-0.91995	-0.06495	-0.8604	-0.245	-0.77485	-0.3884	-1.2676	-0.53465	-0.7028	0.8038	-0.362	-1.1685	-0.44025	0.18515	0.36575	0.95025	-0.206075	0.38315	0.3382	-0.76985	-0.2267	-0.41805	0.267475	0.45595	-0.3847	-0.601	0.35278335	0.02175	-0.235433333	1.078	-0.9684	-0.86525	0.6496	-0.071075	0.54795	-0.047375	0.8374	0.53515	0.063275	0.4422	1.1845	0.8461	0.063425	0.2376	-0.5531	0.30675	-0.79065	-0.160025	1.059	1.0383	-0.23395	0.7193	0.79835	-0.087125	0.68595	0.74205	0.18875	0.144125	0.42375	0.9887	0.7871	0.31145	0.5349	0.012625	0.037625	0.4269	0.53165	0.38135	-0.51425	1.2085	-0.34055	0.096325	-0.88125
AKAP12	AKAP12	0.083775	0.02115	-1.5005	-1.6707625	0.8107	-1.5081	0.40995	0.18875	-0.2348	0.4712	-0.59485	-1.0038	-1.8805	-1.5823	-0.05435	-0.5695	-0.2931	1.649	0.35069285	0.60985	-0.4896	0.09135	-1.97755	-0.8936	-0.5808	0.14975	0.25475	0.26785	-0.172	0.3071	0.29355	0.3733	0.6006	1.9145	-0.18595	-0.20935	0.3005	-1.3637	-0.75775	-0.16265	-0.21535	-0.69865	-0.29452778	-0.69855	-0.04435	-0.06625	1.837	-0.7385165	-2.1435	-1.23515	-0.44795	-2.027	0.3895	1.6705	-0.558395	-0.9626	1.54355	-0.209455	0.27755	-0.7178	1.06385	-0.203933333	-1.39765	-0.03425	-0.29015	-0.36145	0.7982	-0.14305	-0.2856	-0.6354	-1.3217	1.1781	-0.0363	1.456	-0.2149	-0.13815	-0.04468822	-0.4259	-0.95315	0.0899	0.8714	-0.1585	-0.036945	0.716	0.517	0.3629	0.34205	1.673	1.3175	-0.2567	2.498	-0.27895625	0.13605	1.5749	0.29625	0.48445	0.2468375	0.6685	-1.9315	-1.567	-0.4588	1.16935	-1.103	0.44715	-0.5891	0.0347	0.6941	-0.596304165	-0.2056	0.1590556	0.5387	-0.8957	0.2685	0.4275	-0.088175	-0.102	0.71435	-0.49195	-1.15665	1.48065	0.26365	0.0787	0.5303	0.4446	0.67035	-0.59765	1.684	0.43585	-1.26435	0.79305	-0.2563	0.8008	-0.71985	-0.5712	0.40945	0.6371	0.0746675	-0.6425	-0.46545	0.8868	-0.7298857	-0.4551	-1.3286	-0.94915	0.2104	-0.56715	-0.68945	0.012415	0.93785	-0.4036	0.11655	0.28095	-0.53495	0.03925	-0.6225	-0.5287	-0.3873	0.18075	-0.0215	0.1409	-0.0589	-0.6356	1.652	0.9128	0.0834	0.07775	0.05445	-0.56705	0.09886611	-0.2152	1.37855	-0.6025	-2.11725	-1.7355	-0.97245	0.3178	0.37865	-0.6319	-0.1582	0.23305
AKAP13	AKAP13	-0.20606	0.121025	-0.41235	-0.89415	0.030225	-0.42745	0.34955	-0.21425	0.7204	0.4431	-0.5177	0.28885	0.3751	0.05805	0.0501	0.19535	0.120585	-0.60725	-0.1499	-0.80615	-0.7332	-0.48965	-0.04275	0.3303	-0.50525	-0.41255	-0.58775	-0.58315	-0.3376	-0.1081	-0.59385	0.83195	0.05565	0.1235	0.25085	0.216325	-0.33735	0.2818	0.19485	0.084525	0.6377	-0.3375	0.5189	0.58565	-0.97985	0.019075	0.7257	-0.45855	0.75595	-0.0589	-0.1924	0.014025	-0.1122	0.3651	-0.0903	0.2308	0.23115	0.056675	0.26705	1.0645	0.85545	0.072775	-0.36965	0.26715	0.6467	0.76945	-0.076575	0.5522	0.1919	-0.4775	-0.26545	0.41835	0.9701	-0.117725	0.371485	0.84305	-0.07175	-0.15545	-0.65235	0.06395	0.63785	0.24305	0.3865	0.51805	0.1206	0.29925	0.19705	-0.638595	0.0132	0.0129	-0.3946	0.4637	0.01551389	1.06285	-0.6185	-0.57125	-0.43165	-0.52195	-0.21685	-0.095825	-0.7598	0.325	-0.090775	-0.055925	-0.0921	-0.0864	0.71635	0.8535	0.40145	0.14685	1.00405	-0.0904	-0.18635	-0.137225	0.4298	0.3328	-0.28855	-0.0775	-0.6247	-0.29065	0.1148	0.4363	0.53265	0.0193	-0.1958	-1.327	0.35955	-0.2435975	0.38745	-0.118325	-0.4643	-0.0684	-0.22715	-0.58665	-0.95825	-0.26695	-0.71565	0.17615	0.34410001	-0.044975	-0.79035	-0.218	-0.2005	0.1964875	-0.1548	-0.2308	0.65955	-0.56995	-0.20505	-0.16385	0.281	0.028725	0.49795	-0.025075	-0.159325	0.41075	0.4628	0.082075	0.26385	0.691	0.1638	0.09155	-0.39185	0.1953	0.21565	-0.3808	-0.4776	0.27965	-0.0017	0.4985	-0.1177	-1.0726	-0.1634	-0.22605	-0.0183	-0.106725	-0.5802	-0.41845	-0.18305	-0.8989
ALDH2	ALDH2	-1.651	0.2472	-1.183	0.6215	-1.284	0.5603	0.26154	-1.196	-0.9938	0.2294	1.002	0.5872	0.4507	1.021	1.584	0.1724	-0.4013	0.9309	-0.7112	-1.688	-1.743	-0.6761	-1.069	-1.098	1.873	-1.367	-1.853	-2.714	1.528	-2.438	1.101	1.251	0.987	-0.9924	0.0267	-0.471	-0.7815	0.8964	-0.0059	1.728	0.8583	0.2243	0.5729	0.2473	0.7432	1.183	0.8229	1.358	-0.7542	1.768	0.6936	1.212	0.6935	2.512	1.932	-0.1738	1.187	0.6881	0.7153	0.1687	-0.3237	0.3658	1.463	-0.6406	-0.9293	-0.4	0.5582	-0.4948	0.8599	1.515	-0.1841	-0.2135	1.397	0.3585	0.9132778	1.657	0.2172	0.15507	-1.307	-0.855	-2.094	-1.376	0.0754	0.0798	0.6208	-0.5965	-1.036	2.271	-0.2102	0.0426	0.2721	-1.358	0.6117	1.04962	1.171	-1.449	-0.9506	-2.174	1.823	1.935	-1.927	-0.4974	-2.478	1.284	0.865	1.057	0.8812	1.508	1.283	0.5285	1.453	0.0797	2.208	0.8557	0.1007	-1.132	-2.268	0.4167	-0.2135	-0.5996	-0.8094	1.057	-3.064	0.037	0.6351	0.0945	0.9183	-0.067735	1.105	-1.534	-1.325	-0.005	0.0852	-1.367	-1.166	1.566	-0.8478	-1.31	0.7974	-0.2767	0.1383	0.7726	-1.366	-3.36	-1.849	-1.627	-0.4045	-0.7843	-1.438	-2.277	-1.842	0.5643	0.5193	1.765	-0.0151	-2.096	-2.496	-0.674	-0.8014	-0.5417	0.5892	0.1473	-0.3077	-0.3754	-0.9836	1.762	-0.8498	1.618	-1.55	-0.09626111	-0.2243	0.0631	0.9385	-1.88	-1.573	0.0735	-1.494	-1.305	1.458	-1.786
ALDH5A1	ALDH5A1	0.458	0.9249	1.549	-0.7219	-0.3162	0.7731	1.015	-0.04305	1.809	-0.02055	0.1862	0.9667	0.3402	-2.221	2.55	2.477	2.44	-0.1848	-0.23227	-0.1622	0.2977	0.8296	1.41	0.8135	0.7813	0.3077	0.4224	0.3878	-0.2389	-0.1591	-0.1667	0.04655	0.3037	0.424	0.3458	0.4875	-0.3125	-0.5384	0.4195	0.1706	0.2062	-0.5782	1.055	0.1165	0.6318	0.6319	-0.3288	-1.724	-0.7119	-0.4425	0.311	-0.5925	-0.04125	-0.01185	0.01325	0.00605	-1.816	-0.119	-0.4791	0.7238	0.1414	-2.737	-0.3622	0.3797	-0.4267	0.112	-0.01295	0.4327	-0.03455	-0.4911	0.2185	-1.433	-1.685	-0.2686	-0.079	-0.4568	-1.573	-0.5191	1.064	1.505	0.2744	0.1734	-1.105	0.440716667	0.03545	-0.2558	0.9396	-0.8184	-0.02775	-2.544	-0.5972	-1.048	0.01215	0.1196	-1.302	0.02275	0.8074	1.111	0.4924	-0.03215	-0.2478	-1.335	-1.559	-0.5532	0.7049	-1.269	-0.1342875	-1.02668571	-0.5095	-0.9742	-0.7812	0.2793	-0.9664	0.606825	-0.612	-1.23	0.6112	0.1115	-1.52	1.357	0.1971	-0.2062	-0.703	1.113	-0.8084	-0.3639	0.7374	-0.8953	-1.459	-0.652	-0.1878	0.2439	-0.0557	-0.2026	0.3624	1.446	-0.1984	0.09675	-0.5561	0.1345	-1.254	-0.4934	0.6285	-2.335	-0.2722	-0.8841	-0.6292	-0.628	-1.817	-0.8727	-0.8866	0.4973	-0.3465	-2.292	-2.282	-0.7267	-0.1554	0.1674	0.4545	-1.443	0.1044	-0.3612	-0.8145	1.017	-1.285	-0.178	-0.00215	-0.02745	0.1408	0.975	0.6704	0.5452	-0.2928	0.05845	-1.349	0.4281	0.5423	1.363	-0.913	0.7732
ALOX5	ALOX5	-0.024108333	0.2936333	-1.621733333	-1.00753333	0.148983333	0.059233333	-0.097903333	0.97963333	-0.1154119	0.77403333	-0.029783333	0.5952	-0.569266667	1.387433333	0.730033333	1.392281467	0.56513333	-0.2197	1.05543333	0.270066667	-1.41170952	0.42221	0.31596481	0.491066667	0.7599333	0.045683333	0.1765875	-0.34608333	1.079766667	0.178856667	-1.0084	0.27360333	0.732566667	-0.4645602	-0.036933333	-0.01186667	0.2603	1.396733	1.444	-0.15666667	-0.22455	1.1207	-0.25816667	3.268	-0.354102313	-0.0084	0.147833333	1.46459047	1.580866667	0.792333333	1.746	-1.3265	-0.464266667	-0.919590477	0.659633333	-1.410033333	0.196	0.11255	-0.11791667	-0.155	-0.739433333	0.235555556	-0.560566667	1.3014	0.6715	0.587258333	0.1607093	-0.1604759	-0.663275567	0.2409	-0.57785	-0.649733333	0.454433333	-1.60795557	0.1456143	0.1965	-0.28145	-0.06423333	-1.470933333	-0.65946667	1.693367	-0.9283	0.7928667	-0.317636667	0.899733333	0.4419333	-0.23205	0.385366667	-0.82025	-1.3121	-0.59495	-0.877366667	-0.2308	0.133791667	-0.1309	-0.675	-0.331466667	-0.5135	0.19315	-0.8724	1.1521	0.8699	-0.611566667	-0.251333333	-0.35253333	-1.076466667	0.2066	-0.074033333	-0.253516667	-0.4919333	1.725333333	-0.153966667	0.60513333	0.3988875	-0.386866667	-1.22256667	-0.241545833	-0.84256667	-0.70352083	-0.764966667	-0.274533333	0.8206	0.6825	-0.2675667	-0.6257667	-0.666133333	-0.766366667	-0.6495722	-0.097783333	-0.98011333	1.01293333	0.1236667	0.37563333	-0.449333333	-0.4084	-0.534466667	-0.487066667	-1.3211	-1.16236667	-0.759166667	-0.496266667	-0.088916667	-0.384516667	1.326633	-0.68566667	-1.2412	-0.5223	-0.555133333	-0.564366667	0.7957667	0.1209	-0.20425	-0.3347	0.5537667	-0.232666667	-1.273166667	-0.18315	-0.4572	-0.285566667	0.02868857	-0.960133333	-0.817866667	-0.36723333	-0.696948133	-0.716983333	0.350866667	-0.221602313	0.466266667	1.486333333	-0.60886667	0.092433333	-1.037883333	0.0745	-0.969066667	0.783766667	-0.405266667	0.09705	-1.743190741	-1.936	-0.422605557
APOE	APOE	-0.44925	-0.4865	0.3801	1.264	-0.73205	0.32595	1.1264425	-0.80895	-0.3716	1.03445	0.8719	0.791	-0.44465	-0.28185	-0.7206	-0.06505	1.801	0.56105	-1.1125	-0.1684	-1.9685	-0.11896	-0.3169	-0.57095	2.2215	-1.0489	-1.0297	-2.3145	0.26975	-0.88905	1.1535	-0.38195	-0.63335	0.1473	2.577241667	-1.574	0.286	1.247	0.66805	-0.8565	-0.17845	0.32645	-0.65065	0.2585	-0.77215	0.25645	-1.185	0.8362	0.1693	0.70115	-0.8554	-0.11125	-0.50245	-0.5558	1.767	0.0215	0.01135	-0.2877	1.545	-0.8471	-0.49665	1.528	-0.2592	-0.65005	-0.1523	-0.95815	0.27745	-0.03619999	1.732	-0.67905	0.5513	1.763	0.52755	0.7731	0.1071	0.1158	1.9325	-0.0395	0.3982	0.7438	-2.413	-0.0987	2.1875	1.794	1.0317	-0.94825	-1.2125	1.828	0.95195	3.042	3.3485	1.3741895	0.03985	0.7335	1.488	-0.0765	-1.5475	-0.2007	0.966985	2.337	-0.68485	1.3155	0.94325	-0.08905	1.473	0.70575	0.33025	0.31205	0.37945	0.79815	-0.11905	-0.91615	-0.2271	-1.287	-0.7561	1.9225	-0.0863	0.812235	0.83445	0.31275	1.059	0.0802	-2.298	-0.51475	-0.2635	0.2097	0.79985	0.27595	1.1995	-0.5194	-1.4535	-0.17265	-0.16405	0.1379	0.5842	-0.10925	-0.00465	1.803	1.5925	2.9415	1.3295	0.56325	-1.422	-0.3712857	-0.09775	-0.12975	0.49785	1.152	-0.54005	-0.6028	-2.6815	0.47025	-0.66975	1.52	-0.10275	-0.72555	-1.8305	0.46585	0.7259	-1.044653	0.30125	-0.27355	0.6235	2.1575	-1.196	1.8265	0.2322	0.96385	-0.86815	-0.4481	2.632	1.874	1.1565	-0.1603	-0.3082	-0.07135	-0.939	0.82925	1.9635	-1.11745
APS	APS	-0.9021	-3.05E-09	0.2398	0.0729	-0.1991	0.4462	-0.0122	-0.0823	-0.3965	0.2947	0.0001	0.1158	1.006	0.4195	0.3173071	0.2838722	-0.8745	-0.2279	-0.175	-0.6189	-1.378	-0.799	-0.1154	-0.3804	-0.0821	-0.8833	-0.2908	-0.6786	0.4694	0.7288	-0.1751	0.1805333	0.1506	-0.6791	0.1621	-0.4676	-0.1949	-0.0299	-0.4556	0.1181	-0.2034	-0.077	0.0787	-0.8029	-0.0384	0.4536	-0.396	-0.7975	-0.855	-0.1771	-0.5402	-0.0602	0.0062	-0.4415	0.6514	0.4863	0.6671	0.012	0.2617	-0.3015	0.6259	0.1749	-0.1838	0.0204	-0.9205	-0.4181	0.0359	0.0236	-0.1395	0.4062	-0.4158	0.0504	-0.0055	-0.0062	1.129	0.9459	0.303	0.1591	-0.0543	-0.3692	-0.9971	-0.4541	0.0707	-0.566261111	-0.3091	-0.1429	-0.1018	0.6917	-0.2556	0.1759	0.325675	0.16028	0.3145	0.19844375	0.5422	-0.512	-0.2504	-0.9519	0.4753	1.014	0.1892	-0.0429	0.2348	0.6878	0.5139	1.159	0.7755	1.158	0.82	0.7301	1.256	0.2456	0.2102	0.4757	0.9411	0.0992	-0.2691	0.5121	-0.6219	0.6669	0.4813	0.7974	-0.6952	0.5104	0.4223	-0.0325	0.6446	0.4045222	1.015	-0.519	-0.6167	-0.0409	0.1616	-0.4882	-0.4838	0.3978	-0.0168	0.5971	0.5213	0.4335	0.7625	-0.1803	-0.3496	0.2415	0.3832	0.3991	0.6117	0.0178	0.2584	-0.1151	0.0289	0.8002	0.6058	1.007	0.8153	-0.0761	-0.4039	0.3907	0.0141	1.716	0.0247	0.3889	0.0424	-0.3393	0.2184	0.8857	0.0726	0.2368	0.123	0.3025	0.4102	0.0228	0.8063	-0.1964	-0.0332	-0.2017	0.7192	-1.16	1.141	-0.4283
